gene,1054_0003_Control,1054_0004_Control,1054_0005_Control,1054_0006_Control,1054_0014_Control,1054_0020_Control,1054_0021_Control,1054_0022_Control,1054_0025_Control,1054_0027_Control,1054_0028_Control,1068_0002_Control,1068_0003_Control,1068_0004_Control,1068_0005_Control,1068_0012_Control,1068_0013_Control,1068_0018_Control,1068_0019_Control,1068_0020_Control,1068_0023_Control,1068_0024_Control,1068_0025_Control
ENSMUSG00000030077_Chl1,19.779999999999998,18.08,23.23,16.259999999999998,19.23,33.89,29.86,16.310000000000002,23.12,28.68,8.96,36.4,51.78,40.3,48.52,51.55,36.21,78.75,64.98,62.63,41.4,39.91,19.939999999999998
ENSMUSG00000030079_Ruvbl1,45.01,47.160000000000004,39.78,34.41,31.03,41.309999999999995,39.33,47.39,38.46,37.63,27.77,42.46,45.92,56.98,46.33,28.05,49.17,39.28,46.91,48.03,57.91,61.1,70.42
ENSMUSG00000030082_Sec61a1,23.58,40.55,17.66,20.73,20.91,16.71,14.52,12.07,29.14,16.110000000000003,23.58,15.07,12.719999999999999,21.419999999999998,18.84,17.01,19.330000000000002,23.36,22.979999999999997,26.9,23.64,26.35,28.650000000000002
ENSMUSG00000030083_Abtb1,37.1,15.860000000000001,29.52,25.979999999999997,42.54,18.51,26.71,18.62,51.49,35.21,14.1,15.83,30.16,9.129999999999999,21.9,36.47,28.19,46.07,17.650000000000002,36.43,24.36,23.74,26.5
ENSMUSG00000030084_Plxna1,5.2,4.24,5.53,5.34,3.73,4.34,2.9699999999999998,5.08,6.84,3.2800000000000002,6.4,2.25,6.34,5.87,4.06,5.7700000000000005,3.65,12.850000000000001,9.38,9.66,5.75,5.94,11.139999999999999
ENSMUSG00000030086_Chchd6,310.47999999999996,309.04,377.85,396.26,372.37,324.56,283.51,426.33,290.01,440.4,315.97999999999996,382.17,298.31,267.18,340.03,370.02,324.07,288.65000000000003,258.96999999999997,272.13,334.96,313.40999999999997,317.17
ENSMUSG00000030087_Klf15,3.66,6.6899999999999995,1.62,0.8500000000000001,2.52,0.8700000000000001,4.4,3.74,5.08,0,0,9.06,8.44,6.44,8.18,7.26,8.31,6.28,12.729999999999999,8.89,2.58,2.8299999999999996,2.8
ENSMUSG00000030088_Aldh1l1,0.51,1.02,8.42,2.03,2.68,0.1,5.109999999999999,3.6,2.25,2.16,1.85,2.07,7.9,18.2,1.21,3.46,9.47,3.8299999999999996,3.75,5.13,3.3899999999999997,0.53,0.54
ENSMUSG00000030089_Slc41a3,1.24,1.1700000000000002,3.07,2.75,1.1400000000000001,4.7,1.58,2.69,0.43000000000000005,0.8,1.07,1.1900000000000002,2.8699999999999997,1.9,0,3.34,1.1900000000000002,7.9,0.72,0.98,0.14,1.52,0
ENSMUSG00000030091_Nup210,6,2.9699999999999998,2.3699999999999997,1.49,1.48,2.05,1.1600000000000001,1.53,1.11,2.6,0.9400000000000001,2.58,2.06,1.59,4.74,3.22,2.36,0.38,1.73,3.4499999999999997,2.92,2.69,3.7600000000000002
ENSMUSG00000030092_Cntn6,1.26,0,0,2.96,3.6,1.23,5.609999999999999,1.81,4.73,9.66,0,1.58,1.46,0.74,1.5,1.74,2.52,0,0.29000000000000004,1.82,1.8900000000000001,3.03,2.6
ENSMUSG00000030093_Wnt7a,0.29000000000000004,0.07,0,1.2,0.29000000000000004,0,0.56,0,0.38,2.4499999999999997,0.33999999999999997,2.72,4.08,2.56,0.38,0,1.61,1.87,9.82,4.29,8.69,4.08,2.88
ENSMUSG00000030094_Xpc,3.7800000000000002,4.08,1.96,4.54,1.52,2.34,6.319999999999999,6.54,4.22,3.6,0.58,2.4299999999999997,5.31,6.85,5.87,2.03,2.2,11.639999999999999,5.1,5.56,3.14,4.79,0.74
ENSMUSG00000030095_Tmem43,8.29,17.23,12.88,1.74,7.2,9.370000000000001,16.4,4.31,7.33,12.860000000000001,8.360000000000001,7.42,8.98,8.32,8.870000000000001,13.97,9.209999999999999,6.72,16.08,4.38,10.51,13.729999999999999,8.55
ENSMUSG00000030096_Slc6a6,10.229999999999999,10.629999999999999,9.89,5.31,6.56,16.7,18.19,8.97,10.3,8.46,10.81,8.06,10.950000000000001,28.52,25.72,25.479999999999997,16.16,28.59,10.950000000000001,14.08,17.24,17.57,18.58
ENSMUSG00000030098_Grip2,1.81,0.27,0.48000000000000004,1.99,1.04,1.06,0.6599999999999999,0.6699999999999999,1.72,3.19,1.25,1.6700000000000002,2.02,0.97,0,1.8,0.97,0.92,0.3,2.3499999999999996,1.82,0.27,0.12000000000000001
ENSMUSG00000030101_Sumf1,5.74,11.870000000000001,7.49,7.58,1.01,5.06,1.78,4.470000000000001,11.92,8.84,2.3099999999999996,6.41,3.22,5.35,8.05,1.74,6.73,3.57,0.16,6.05,7.17,5.48,11.05
ENSMUSG00000030102_Itpr1,11.92,8.44,6.81,8.6,5.28,7.26,6.18,7.39,9.639999999999999,6.42,7.33,2.4099999999999997,5.01,5.72,2.02,5.04,5.51,3.04,2.69,3.54,1.6500000000000001,3.65,3.73
ENSMUSG00000030103_Bhlhe40,9.84,11.639999999999999,7.54,9.04,16.19,10.47,7.859999999999999,10.43,16.45,5.75,9.3,23.419999999999998,26.2,24.16,19.71,30.89,28.71,38.01,49.78,23.310000000000002,33.07,36.14,18.6
ENSMUSG00000030104_Edem1,2.67,2.23,0.9,1.81,1,1.1300000000000001,0.42000000000000004,0.49,1.1600000000000001,1.37,0.25,0.46,1,0.55,0.13,0.6699999999999999,1.6900000000000002,1.3800000000000001,0.48000000000000004,0.8,1.22,1.34,0.76
ENSMUSG00000030105_Arl8b,36.49,30.259999999999998,32.24,39.64,32.65,23.66,33.77,34.660000000000004,35.25,26.439999999999998,29.34,32.03,46.8,36.790000000000006,29.75,49,43.83,36.21,43.5,37.9,40.99,31.24,32.13
ENSMUSG00000030120_Mlf2,620.89,700.4599999999999,678.98,545.81,548.99,503.21999999999997,696.7700000000001,757.26,621.8299999999999,593.88,629.04,661.37,641.7700000000001,637.8,399.89,719.2,696.53,716.37,710.8599999999999,704.6800000000001,691.89,565.05,742.92
ENSMUSG00000030122_Ptms,516.87,505.16,430.96,328.71,580.59,501.11,486.89,418.75,530.8499999999999,560.22,576.04,418.97999999999996,423.15000000000003,400.61,326.27,519.99,409.71,630.74,469,567.4499999999999,431.11,490.47999999999996,479.85
ENSMUSG00000030123_Plxnd1,1.27,3.3699999999999997,1.97,2.27,1.49,1.11,0.12000000000000001,2.07,1.97,0.07,2.16,2.13,2.4299999999999997,1.4,0.56,1.87,1.9,2.3,1.3800000000000001,1.03,0.7799999999999999,2.14,2.7800000000000002
ENSMUSG00000030126_Tmcc1,81.05,67.57,84.86,105.31,80.83,81.73,61.25,79.81,74.73,68.11999999999999,71.32,79.38,68.76,76.9,70.35,72.7,67.98,58.5,65.97,62.120000000000005,72.25,67.44000000000001,75.78
ENSMUSG00000030127_Cops7a,196.79,187.86,169.13,138.63,142.59,146.15,149.02,153.73,143.01,154.48000000000002,138.81,166.81,198.65,180.31,151.86,188.9,203.1,204.08,165.78,162.82000000000002,198.26,199.57,157.66
ENSMUSG00000030134_Rasgef1a,58.339999999999996,56.86,49.18,47.690000000000005,55.89,57.99,63.91,54.15,62.86,34.879999999999995,51.7,25.86,50.48,38.17,28.610000000000003,46.65,40.91,53.379999999999995,53.67,76.05,52.51,43.32,39.55
ENSMUSG00000030137_Tuba8,7.64,8.27,11.67,3.8099999999999996,3.3,4.76,5.56,11.94,3.77,8.98,11.97,4.1,2.9899999999999998,3.77,1.47,2.02,3.69,0,2.04,2.01,0.44,4,0
ENSMUSG00000030138_Bms1,3.4899999999999998,3.77,6.37,8.47,7.45,5.59,1.48,2.65,4.159999999999999,5.57,2.3499999999999996,6.21,9.44,5.71,9.84,5.28,3.64,19.279999999999998,8.59,8.31,6.359999999999999,4.29,4.94
ENSMUSG00000030145_Zfp248,4.5,1.93,4.57,4.96,2.16,3,11.81,3.34,1.04,5.94,9.52,4.01,2.25,6.91,3.53,2.4,4.56,1.8800000000000001,4.71,7.9,4.470000000000001,1.97,1.27
ENSMUSG00000030161_Gabarapl1,480.74,406.53,415.04,462.55,432.89,399.21999999999997,375.40999999999997,435.81,372.17,363.74,369.59,341.65000000000003,366.96,323.94,327.08,385.4,375.71,300.76,363.82,357.61,361.96,293.19,356.17
ENSMUSG00000030166_Rad52,25.82,12.4,6.75,16.610000000000003,10.62,3.77,12.860000000000001,12.17,2.66,14.07,13.350000000000001,9.219999999999999,7.930000000000001,15.38,7.09,12.99,9.47,15.370000000000001,4.76,11.92,14.33,14.29,17.939999999999998
ENSMUSG00000030168_Adipor2,1.86,4.08,1.97,2.06,0.33999999999999997,7.53,3.3499999999999996,2.9099999999999997,1.8800000000000001,1.52,2.79,1.85,2.4899999999999998,6.159999999999999,4.38,1.6900000000000002,5.659999999999999,4.6,4.74,6.26,4.430000000000001,6,2.2
ENSMUSG00000030172_Erc1,7.8,5.72,4.51,3.72,4.81,7.99,11.02,6.159999999999999,7.39,9.75,4.64,4.470000000000001,7.41,14.12,5.96,4.95,9.62,11.29,6.159999999999999,10.54,5.8,7.819999999999999,5
ENSMUSG00000030177_Ccdc77,1,11.82,1.22,1.6900000000000002,1.82,2.4699999999999998,2.14,0.49,2.63,3.59,4.33,2.3099999999999996,1.21,1.54,1.6,0.6699999999999999,1.83,5.08,2.9499999999999997,1.29,1.99,5.49,1.48
ENSMUSG00000030180_Kdm5a,12.26,12.39,7.01,14.25,5.55,10.52,16.97,13.55,4.68,12.7,15.9,13.6,11.27,13.54,13.860000000000001,13.25,18.79,19.88,24.58,10.75,16.9,26,7.81
ENSMUSG00000030188_Magohb,46.92,53.220000000000006,27.12,29.66,35.99,22.18,46.379999999999995,18.279999999999998,22.59,24.29,42.56,44.83,40.42,22.82,40.349999999999994,41.349999999999994,45.65,42.97,34.97,45.42,65.34,46.61,49.83
ENSMUSG00000030189_Ybx3,11.209999999999999,3.8699999999999997,3.9699999999999998,11.61,6.44,16.27,6.319999999999999,10.83,10.09,11.370000000000001,6.73,10.629999999999999,11.350000000000001,10.18,10.48,25.2,15.62,3.25,6.78,4.38,9.43,5.470000000000001,8.129999999999999
ENSMUSG00000030199_Etv6,0.8200000000000001,0.42000000000000004,0.72,0.41000000000000003,1.42,2.25,0.52,1.1400000000000001,2.12,0.54,1.31,0.28,1.57,0.21000000000000002,1.09,1.1600000000000001,1.47,0,0,0.31,0.73,0.47000000000000003,0.04
ENSMUSG00000030201_Lrp6,1.35,12.350000000000001,8.27,12.370000000000001,2.69,5.57,8.39,2.94,12.77,24.810000000000002,8.09,9.02,4.609999999999999,6.78,5.14,5.52,12.360000000000001,13.15,9.01,4.84,7.92,9.27,19.17
ENSMUSG00000030204_Ddx47,40.39,37.03,29.23,44.4,18.68,27.95,15.46,26.62,39.349999999999994,30.5,16.479999999999997,33.27,28.259999999999998,35.190000000000005,28.979999999999997,40.2,32.17,47.24,32.55,36.849999999999994,42,35.87,37.06
ENSMUSG00000030207_Fam234b,29.650000000000002,33.51,31.69,25.03,23.759999999999998,20.779999999999998,22.45,27.01,28.52,18.57,20.51,22.8,31.62,21.85,14.239999999999998,24.89,24.32,35.53,47.4,39.730000000000004,33.54,23.67,35.260000000000005
ENSMUSG00000030209_Grin2b,288.01,266.71999999999997,215.38000000000002,202.35000000000002,259.87,388.86,316.12,204.15,201.14,302.44,266.41999999999996,325.96999999999997,388.56,484.5,480.36,441.86,346.42999999999995,492.12,502.78,558.6800000000001,388.51,416.16,495.44
ENSMUSG00000030213_Atf7ip,2.7600000000000002,8.04,2.16,3.82,3.53,6.6499999999999995,12.629999999999999,3.4699999999999998,3.8299999999999996,4.57,3.4299999999999997,3.88,2.7800000000000002,14.639999999999999,40,3.92,2.9899999999999998,3.54,3.72,3.04,3.84,4.05,1.8800000000000001
ENSMUSG00000030216_Wbp11,26.09,17.95,21.64,17.4,20.419999999999998,20.08,33.46,17.53,18.32,26.62,24.459999999999997,27.67,38.2,25.610000000000003,34.18,23.47,23.41,28.51,33.03,29.439999999999998,25.68,31.3,28.86
ENSMUSG00000030218_Mgp,7.06,12.51,91.96000000000001,19.67,14.16,10.97,8.55,56.58,13.91,82.19,10.91,24,92.29,41.42,9.51,80.78,130.66,3.3299999999999996,85.77,16.779999999999998,21.18,8.360000000000001,22.150000000000002
ENSMUSG00000030219_Erp27,11.29,14.77,3.74,3.9099999999999997,10.07,6.4,2.3499999999999996,5.46,12.11,8.66,9.33,10.55,8.66,0,3.4899999999999998,5.1499999999999995,2.68,4.83,0.47000000000000003,0.7,4.29,8.44,8.56
ENSMUSG00000030220_Arhgdib,101.56,89.76,75.3,40.18,84.89,40.37,75.88,84.74000000000001,64.39,41.04,48.24,33.59,15.6,12.93,42.42,22.41,27.01,11.53,10.11,11.99,28.610000000000003,15.28,29.1
ENSMUSG00000030222_Rerg,5.74,1.71,9.450000000000001,2.7600000000000002,6.17,0.15000000000000002,18.479999999999997,0.11,9.2,14.12,3.54,8.31,10.65,14.709999999999999,7.53,1.42,13.42,15.65,13.39,11.239999999999998,11.99,7.51,3.4499999999999997
ENSMUSG00000030223_Ptpro,1.9,0.92,0.2,0.91,4.119999999999999,2.69,1.1300000000000001,0,5.1,0.2,0,3.3899999999999997,9.44,5.3,9.09,6.7,7.33,18.979999999999997,7.13,17.56,9.51,13.350000000000001,7.14
ENSMUSG00000030224_Strap,62.03,49.5,66.03,46.77,34.309999999999995,61.52,49.56,52.11,38.260000000000005,38.24,42.879999999999995,50.660000000000004,60.55,43.690000000000005,58.13,59.790000000000006,66.73,43.349999999999994,66.52,44.57,55.47,48.5,37.06
ENSMUSG00000030225_Dera,8.9,0.55,5.08,6.28,6.18,2.19,0.92,10.46,0,0,6.49,1.11,0,0.77,5.48,0.12000000000000001,5.74,0,1.51,13.43,3.02,4.28,6.38
ENSMUSG00000030226_Lmo3,199.14,169.17,167.14,182.03,150.07,170.84,162.37,141.1,162.93,152.83,187.26999999999998,206.6,205,142.35000000000002,153.93,135.42000000000002,169.06,139.59,132.85000000000002,162.35000000000002,204.16,200.81,202.97
ENSMUSG00000030230_Plcz1,1.11,0.53,3.2,1.41,8.229999999999999,1.53,0.14,3.65,0.81,4.73,0.25,3.3499999999999996,6.25,6.81,4.4,1.74,3.3699999999999997,2.07,5.619999999999999,3.4099999999999997,5.57,5.7700000000000005,6.3
ENSMUSG00000030231_Plekha5,12.04,12.44,7.609999999999999,7.609999999999999,18.88,10.54,23.41,13.129999999999999,8.719999999999999,8.02,20.3,8.06,8.47,7.659999999999999,18.97,19.38,20.55,19.1,15.52,16.25,17.2,13.950000000000001,13.219999999999999
ENSMUSG00000030232_Aebp2,7.08,5.09,4.7700000000000005,7.75,4.42,9.84,5.94,6.45,4.92,3.9899999999999998,5.28,6.89,8.239999999999998,4.92,8.88,4.92,7.94,5.68,8.239999999999998,7.819999999999999,5.94,7.76,3.21
ENSMUSG00000030235_Slco1c1,3.75,3.05,2.04,0.81,4.07,10.51,1.45,4.18,2.96,4.73,3.2600000000000002,1.43,1.55,7.21,3.63,0.99,5.859999999999999,16.69,6.2700000000000005,4.1499999999999995,4.33,3.9,3.9099999999999997
ENSMUSG00000030237_Slco1a4,2.25,3.46,0.73,2.3899999999999997,3.88,4.39,1.1300000000000001,0.22,1.55,4.44,0.55,3.55,3.12,8.46,2.96,9.219999999999999,4.96,5.79,2.67,6.22,2.57,3,1.8800000000000001
ENSMUSG00000030243_Recql,7.23,2.8499999999999996,7.319999999999999,3.57,11.78,13.32,6.35,12.16,10.33,7.42,4.87,5.2,9.67,2.9899999999999998,5.78,1.6400000000000001,4.67,1.1,5.96,2.9899999999999998,4.44,8.77,2.73
ENSMUSG00000030245_Golt1b,15.55,10.84,9.88,12.209999999999999,7.7700000000000005,11.44,10.55,17.279999999999998,11.67,14.3,5.659999999999999,6.5,15.41,11.79,6.63,11.33,12.88,14.950000000000001,6.7700000000000005,8.9,9.19,9.860000000000001,12.47
ENSMUSG00000030246_Ldhb,739.73,728.4499999999999,641.64,682.13,601.93,711.6,656.66,823.02,727.56,637.2800000000001,661.7900000000001,632.69,575.89,543.4599999999999,371.02,511.8,591.47,448.6,425.84000000000003,426.82,540.72,515.92,534.52
ENSMUSG00000030254_Rad18,3.2,0,3.7800000000000002,4.05,0.11,8.639999999999999,0,4.470000000000001,8.7,0.29000000000000004,0.74,3.82,3.4499999999999997,7.6899999999999995,6.55,3.9299999999999997,8.139999999999999,5.54,4.1499999999999995,1.56,2.4,1.6400000000000001,5.04
ENSMUSG00000030255_Sspn,2.25,0.6799999999999999,2.72,0.52,0.05,0,2.03,0,0,0.4,0,0.48000000000000004,0.48000000000000004,0.8400000000000001,1.02,0.98,1.6700000000000002,0,1.62,0.44,0.75,1.3900000000000001,0.23
ENSMUSG00000030256_Bhlhe41,2.07,4.31,1.21,0.93,0.88,4.39,0.75,4.319999999999999,3.68,1.1400000000000001,1.1400000000000001,4.59,0.72,1.01,2.15,2.2,3.2,2.8299999999999996,3.05,2.08,1.28,3.2,2.29
ENSMUSG00000030257_Srgap3,16.310000000000002,16.82,16.71,16.54,11.4,13.129999999999999,12.48,11.03,12.55,12.370000000000001,8.03,12.49,14.29,29.919999999999998,13.8,11.139999999999999,12.719999999999999,13.450000000000001,18.95,20.419999999999998,15.62,16.02,14.7
ENSMUSG00000030259_Rassf8,4.88,0.7,2.16,3.79,5.89,4.96,2.8299999999999996,3.53,0,0.27,3.12,7.109999999999999,12.41,6.59,4.52,11.41,8.58,19.779999999999998,15.860000000000001,9.04,11.629999999999999,15.09,6.8
ENSMUSG00000030264_Thumpd3,20.439999999999998,10.7,20.03,12.65,16.830000000000002,11.83,15.55,11.25,14.68,4.470000000000001,9.42,11.69,10.29,18.51,12.7,12.62,22.53,4.619999999999999,10.65,18.34,21.74,14.09,21.130000000000003
ENSMUSG00000030265_Kras,34.05,32.08,39.42,34.809999999999995,33.57,27.919999999999998,62.879999999999995,32.14,39.92,52.13,36.08,50.39,52.61,57.55,75.25,48.379999999999995,55.51,47.120000000000005,68.83,37.879999999999995,59.48,52.71,50.13
ENSMUSG00000030268_Bcat1,18.72,27.82,11.89,20.93,15.66,15.79,11.06,16.62,19.2,17.650000000000002,14.34,28.25,11.28,21.06,17.72,23.87,19.77,14.639999999999999,11.34,21.72,21.51,18.610000000000003,17.439999999999998
ENSMUSG00000030269_Mtmr14,3.61,11.1,11.33,7.29,10.09,9.31,10.67,7.81,0,0,15.3,8.78,12.07,7.05,4.98,8.77,9.82,5.33,7.48,10.11,6.14,10.729999999999999,10.09
ENSMUSG00000030270_Cpne9,13.07,24.88,29.959999999999997,11.75,10.68,7.56,26.779999999999998,17.74,13.5,11.93,12.44,2.68,4.63,10.52,5.2700000000000005,1.49,10.56,3.9699999999999998,5.06,18.97,4.17,3.19,27.93
ENSMUSG00000030271_Ogg1,1.83,0,3.67,2.98,1.81,4.159999999999999,2.9299999999999997,3.3,3.7600000000000002,0,2.2600000000000002,3.92,3.94,2,2.44,1.91,3.02,3.38,2.54,3.25,1.08,3.7600000000000002,3.63
ENSMUSG00000030272_Camk1,202.29,112.8,158.26999999999998,171.04,123.19,124.59,139.85000000000002,177.10999999999999,138.08,104.89,141.13,189.06,151.55,152.1,120.64999999999999,155.03,194.1,146.44,148.01,113.51,145.65,165.07,151.31
ENSMUSG00000030275_Etnk1,23.110000000000003,15.38,23.85,22.24,21.2,29.86,19.75,15.360000000000001,17.630000000000003,18.88,12.1,15.41,13.729999999999999,11.78,18.7,14.370000000000001,21.45,18.05,18,21.21,21.02,21.59,15.65
ENSMUSG00000030276_Ttll3,10.5,8.2,4.119999999999999,2.84,1.71,0.48000000000000004,5.54,0.09,0,1.93,0,2.9899999999999998,2.67,2.98,0.58,9.88,2.9299999999999997,4.01,4.09,1.78,4.22,5.87,5.6899999999999995
ENSMUSG00000030279_C2cd5,10.729999999999999,7.59,14.02,4.7,7.3,8.2,5.23,5.2,15.55,10.870000000000001,4.34,7.88,8.83,16.56,9.239999999999998,12.709999999999999,24.9,18.52,19.919999999999998,14.33,8.41,17.41,21.04
ENSMUSG00000030282_Cmas,161.67,132.64,159.10999999999999,141.63,131.05,121.53,122.94000000000001,122.28,162.98000000000002,144.65,143.59,158.16,100.1,107.16,125.44000000000001,120.73,145.7,123.93,114.63,100.99000000000001,115.67999999999999,144.12,98.25
ENSMUSG00000030283_St8sia1,0.76,0.63,0.8400000000000001,0.2,1.31,0.42000000000000004,0.6599999999999999,0.22,0.54,1.76,1.92,0.38,1.2,1.59,0.5,0.8500000000000001,0.73,0.52,1.1800000000000002,0.74,0.6599999999999999,0.93,0.5
ENSMUSG00000030284_Creld1,74.31,62.52,59.27,47.230000000000004,75.35,101.09,57.33,44.120000000000005,46.47,71.73,68.27,70.72,47.03,49.7,40.86,59.77,66.73,31.259999999999998,72.21000000000001,67.63,65.4,52.71,64.64
ENSMUSG00000030286_Emc3,56.230000000000004,33.44,59.3,57.98,35.01,49.78,59.379999999999995,58.65,33.790000000000006,35.41,49.61,55.17,68.55,52.58,38.82,40.01,57.230000000000004,39.82,45.620000000000005,59.349999999999994,61.8,46.02,48.309999999999995
ENSMUSG00000030287_Itpr2,1.1300000000000001,1.27,1.6600000000000001,0.19,0.24000000000000002,0.17,2.27,0.19,0.38,2.72,0.09,3.34,0.44,1.29,0.46,3.07,0.61,2.63,2.94,0.51,3.69,2.16,1.08
ENSMUSG00000030291_Med21,97.58,72.7,105.31,118.59,98.4,110.94000000000001,141.25,120.14999999999999,146.7,66.39,91.1,115.13,137.07,90.48,88.01,83.4,124.94000000000001,83.4,78.28,94.63,110.61999999999999,99.88,130.07
ENSMUSG00000030298_Sec13,96.05,97.21000000000001,83.14999999999999,77.39,64.7,59.75,77.13,99.28,70.76,94.02,53.730000000000004,110.69,84.5,100.24000000000001,79.86999999999999,104.82,110.61999999999999,83.14,79.36999999999999,80.21000000000001,103.71000000000001,91.49000000000001,75.24000000000001
ENSMUSG00000030301_Ccdc91,27.259999999999998,41.160000000000004,20.84,16.279999999999998,13.870000000000001,28.73,25.02,24.4,28.32,8.39,22.39,20.03,13.42,9.75,6.96,10.219999999999999,18.32,6.17,12.850000000000001,22.279999999999998,14.209999999999999,18.459999999999997,9.3
ENSMUSG00000030302_Atp2b2,26.259999999999998,23.150000000000002,22.47,18.79,17.779999999999998,19.95,23.91,19.99,22.08,26.12,21.06,21.52,23.2,25.36,23.36,17.57,15.93,25.7,28.43,34.3,22.419999999999998,22.279999999999998,14.16
ENSMUSG00000030303_Far2,13.360000000000001,10.53,8.65,8.729999999999999,6.95,13.33,6.24,10.32,5.79,6.24,8.56,8.62,13.139999999999999,11.19,10.05,12.81,11.28,4.39,13.41,9.55,4.23,11.139999999999999,10.75
ENSMUSG00000030304_Ergic2,36.690000000000005,70.07,46.77,49.4,59.99,66.13,52.27,40.160000000000004,18.73,31.53,17.52,27.07,53.24,43.220000000000006,60.32,44.190000000000005,49.6,41.1,57.77,39.07,35.52,80.23,70.71000000000001
ENSMUSG00000030306_Tmtc1,1.99,0.99,2.51,0.96,2.8699999999999997,1.31,3.42,1.1400000000000001,1.46,1.74,0.65,2.4699999999999998,2.4299999999999997,3.3899999999999997,2,0.02,2.04,1.8900000000000001,2.16,2.9099999999999997,1.92,3.07,0.74
ENSMUSG00000030307_Slc6a11,3.54,1.94,2.51,2.54,0.9400000000000001,1.31,0.21000000000000002,1.3,0.46,0.37,1.33,2.3499999999999996,2.04,0.7,0.29000000000000004,1.58,4.08,3.24,2.03,4.1899999999999995,3.62,2.3899999999999997,1.04
ENSMUSG00000030310_Slc6a1,10.639999999999999,7.24,13.41,6.28,8.93,10.77,8.370000000000001,9.39,18.45,15.6,7.38,8.4,19.810000000000002,18.99,11.81,16.32,33.660000000000004,14.950000000000001,20,15.229999999999999,13.01,23.29,22.51
ENSMUSG00000030313_Dennd5b,2.75,2.06,4.34,3.46,3.22,6.26,6.470000000000001,2.4299999999999997,2.8499999999999996,4.38,1.92,2.13,3.03,3.15,3.9699999999999998,3.2,2.24,4.619999999999999,1.77,3.16,2.2600000000000002,2.7,2.1
ENSMUSG00000030314_Atg7,4.9,3.75,7.1499999999999995,3.3699999999999997,5.28,6.8,0.62,5.28,5.619999999999999,8.34,14.58,3.48,5.1,3.54,3.88,13.39,6.94,0,4.57,3.12,4.21,3.34,4.98
ENSMUSG00000030315_Vgll4,20.74,16.91,3.73,6.6,11.38,6.819999999999999,13.99,7.4,6.34,0.27,0.39,29.259999999999998,14.81,16.610000000000003,9.51,23.06,13.39,22.43,25.21,27.03,15.12,18.979999999999997,19.37
ENSMUSG00000030316_Tamm41,12.709999999999999,15.229999999999999,34.63,18.73,23.67,13.97,14.4,23.07,22.310000000000002,20.979999999999997,6.1499999999999995,14.97,34.2,32.36,21.18,26.91,25.27,36.21,18.87,17.419999999999998,26.22,31.310000000000002,26.36
ENSMUSG00000030317_Timp4,8.05,2.79,5.44,3.66,1.75,2.6,7.28,1.96,4.68,2.8299999999999996,2.9299999999999997,7.1,14.34,18.330000000000002,6.94,14.739999999999998,10.84,29.49,9.57,15.18,18.02,14.47,9.29
ENSMUSG00000030319_Cand2,0,0,0.32,0.63,0,0.11,0.74,0.04,0.04,0,0,0,0,0,0,0,0.41000000000000003,0,0,0,0,0.35,0.51
ENSMUSG00000030321_Efcab12,1.26,0.44,0.52,0.8600000000000001,1.22,0,2.63,0.6699999999999999,0.1,4.35,0.64,0,4.09,0.72,1.29,7.92,0.8600000000000001,0,0.89,0.64,0.77,0.36,0.32999999999999996
ENSMUSG00000030322_Mbd4,0.89,2.63,9.62,1.92,2.65,10.99,1.8900000000000001,2.7600000000000002,3.07,5.38,3.55,3.2,8.129999999999999,4.23,1.21,5.119999999999999,3.8,22.779999999999998,4.25,1.48,3.04,3.9899999999999998,6.28
ENSMUSG00000030323_Ift122,3.8099999999999996,2.8699999999999997,4.46,7.98,10.99,10.61,6.63,2.66,13.48,4.75,9.18,8.51,12.61,5.63,5.75,5.4,7.14,1.86,13.2,4.96,8.1,5.83,7.22
ENSMUSG00000030327_Necap1,86.28,81.63,61.71,74.06,66.34,88.59,77.95,97.73,72.54,58.82,62.56,70.61999999999999,92.26,89.2,83.61,77.06,104.11,62.8,75.86,70.75,76.14,76.4,54.02
ENSMUSG00000030329_Pianp,39.77,25.09,24.16,21.09,16.62,23.32,24.79,24.73,22.979999999999997,28.73,26.6,20.24,29.43,14.739999999999998,20.82,24.110000000000003,23.959999999999997,41.47,33.47,42.9,34.05,28.07,25.919999999999998
ENSMUSG00000030335_Mrpl51,158.44,183.35000000000002,155.69,199.75,209.23,257.53,157.57,199.96,261.56,240.14,182.22,224.85000000000002,180.39000000000001,203.01,178.42000000000002,203.8,205.05,201.8,212.25,191.55,215.56,210.92000000000002,193.60999999999999
ENSMUSG00000030337_Vamp1,20.58,18.2,18.439999999999998,10.61,23.55,2.8899999999999997,11.7,10.77,14.709999999999999,14.08,11.129999999999999,14.4,5.79,21.09,12.33,23.97,18.150000000000002,19.99,17.630000000000003,19.01,16.04,19.84,19.73
ENSMUSG00000030342_Cd9,43.37,18.4,26.939999999999998,15.69,7.39,28.14,26.52,33.41,24.130000000000003,8.09,16.919999999999998,37.99,20.8,27.21,28.39,57.67,46.74,24.279999999999998,52.63,28.650000000000002,15.66,20.82,26.34
ENSMUSG00000030347_D6Wsu163e,30.77,26.09,22.27,10.89,22.88,26.02,24.779999999999998,23.72,23.73,7.29,22.32,18.29,10.3,27.04,14.709999999999999,25.22,19.67,8.41,16.919999999999998,17.610000000000003,16.97,15.66,20.72
